Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities
"Modern Designed : House For Sale In Imadol, Lalitpur","Nearby Cozy Homes, Imadol, Lalitpur",Lalitpur,19500000,5,3,2.5,1,East,2076,710,0-3-1-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,1900 Sq. Feet,1 month ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']"
"House For Sale In Imadol, Lalitpur","Sanagaun Height, Imadol, Lalitpur",Lalitpur,22000000,5,3,2.5,1,West,2076,157,0-3-2-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,2100 Sq. Feet,1 month ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Electricity Backup', 'Parking', 'Store Room']"
"House For Sale In Imadol, Lalitpur","Sanagaun Height, Imadol, Lalitpur",Lalitpur,21500000,4,3,2.5,1,East,2076,161,0-4-0-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,2500 Sq. Feet,1 month ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Parking', 'Store Room']"
"Newly Built : House For Sale In Imadol, Lalitpur","Sanagaun height, Imadol, Lalitpur",Lalitpur,19500000,4,3,2.5,1,North East,2076,166,0-3-2-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,750 Aana,1 month ago,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Store Room']"
"House For Sale In Imadol, Lalitpur","Nearby, Buddha party palace, Imadol, Lalitpur",Lalitpur,19000000,4,3,2.5,1,South,2076,602,0-3-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,650 Sq. Feet,1 month ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Parking', 'Store Room']"
"House For Sale In Imadol, Lalitpur","Nearby, Buddha party palace, Imadol, Lalitpur",Lalitpur,18000000,4,3,2.5,1,South,2076,792,0-3-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,650 Sq. Feet,1 month ago,[]
"Brand New House For Sale In Swoyambhu/Swayambhu : House For Sale In Swayambhu, Kathmandu","Swoyambhu, Swayambhu, Kathmandu",Kathmandu,37000000,8,5,3,2,South,2077,136,0-5-1-3 Aana,12 Feet / Gravelled,12 Feet , Gravelled,990 Sq. Feet,1 month ago,"['Parking', 'Balcony', 'Drainage', 'Garden']"
"Brand New House For Sale In Swoyambhu/Swayambhu Near Bhagwan Pau : House For Sale In Swayambhu, Kathmandu","Swoyambhu, Swayambhu, Kathmandu",Kathmandu,34000000,6,3,3,1,South,2077,94,0-4-0-0 Aana,12 Feet / Gravelled,12 Feet , Gravelled,950 Sq. Feet,1 month ago,"['Parking', 'Balcony', 'Water Well', 'Water Tank', 'Drainage']"
"Vbn : House For Sale In Butwal, Butwal","Nayagaun, Butwal, Butwal",Butwal,800000,2,1,1,1,South,2020,197,6.25 Dhur,32 Feet,32 Feet,NA,6.25 Dhur,1 month ago,['Parking']
"Somaney : House For Sale In Imadol, Lalitpur","Imadol, near tempo park, Imadol, Lalitpur",Lalitpur,21000000,0,3,3,1,East,N/A,340,0.4.0.0 Aana,12 Feet,12 Feet,NA,0-4.0.0 Aana,1 month ago,"['Parking', 'Balcony', 'Drainage', 'Garage', 'Frontyard', 'TV Cable', 'Wifi', 'Modular Kitchen', 'Water Well', 'Water Tank', 'Internet']"
"House On Sell @Tarkeshwar-09, Manamaiju, Basukinagtole : House For Sale In Manamaiju, Kathmandu","Basukinagtole, Manamaiju, Kathmandu, Manamaiju, Kathmandu",Kathmandu,26000000,8,4,3,1,South,2075,220,0-4-0-2 Aana,16 Feet / Gravelled,16 Feet , Gravelled,0-3-2-0 Aana,1 month ago,"['Parking', 'Balcony', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet']"
"House Sale In Syuchatar : House For Sale In Syuchatar, Kathmandu","Syuchatar, Syuchatar, Kathmandu",Kathmandu,22000000,5,3,N/A,1,South West,N/A,380,0-6-2-0 Aana,10 Feet,10 Feet,NA,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Drainage', 'Water Supply']"
"House Sale In Phutung Tushal : House For Sale In Kavresthali, Kathmandu","Phutung Tushal, Kavresthali, Kathmandu",Kathmandu,23000000,7,3,N/A,1,North East,N/A,135,0-4-0-0 Aana,10 Feet,10 Feet,NA,N/A Aana,2 months ago,['Parking']
"House Sale In Thulo Bharyang : House For Sale In Thulo Bharyang, Kathmandu","Thulo bharyang, Thulo Bharyang, Kathmandu",Kathmandu,25000000,8,4,5,0,North,N/A,325,dont know Sq. Feet,13 Feet / Concrete,13 Feet , Concrete,N/A Sq. Feet,1 month ago,"['Drainage', 'Water Well']"
"House For Sale In Goldhunga, Kathmandu","Jarankhu, Goldhunga, Kathmandu",Kathmandu,15500000,5,2,N/A,1,North West,N/A,960,0-3-2-2 Aana,13 Feet,13 Feet,NA,N/A Aana,2 months ago,['Parking']
"2 And Half Floor House Is On Sale In Imadole : House For Sale In Imadol, Lalitpur","Imadole, Imadol, Lalitpur",Lalitpur,23500000,6,4,3,1,North,2020,673,3.3aana Aana,10 Feet,10 Feet,NA,N/A Aana,2 months ago,"['Parking', 'Modular Kitchen', 'TV Cable', 'Water Well', 'Water Supply', 'Water Tank', 'Solar Water', 'Drainage']"
"House For Sale In Maharajgunj, Kathmandu","Maharajgunj Ganeshbasti, Maharajgunj, Kathmandu",Kathmandu,57500000,0,0,N/A,0,North East,N/A,167,0-6-1-0 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Aana,2 months ago,[]
"House Sale In Baluwatar : House For Sale In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,90000000,5,5,N/A,3,South East,N/A,296,0-10-0-0 Aana,20 Feet,20 Feet,NA,N/A Aana,2 months ago,"['Parking', 'Balcony', 'Garden', 'Drainage', 'Water Supply', 'Solar Water', 'Electricity Backup']"
"House For Sale In Kalanki, Kathmandu","Nearby L.R.I School., Kalanki, Kathmandu",Kathmandu,17000000,4,3,2.5,1,North West,2076,2.1K,0-4-0-0 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,1650 Sq. Feet,2 months ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']"
"1.5 Storied House : House For Sale In Imadol, Lalitpur","Opposite of Green hill city, Imadol, Lalitpur",Lalitpur,12500000,2,1,1.5,1,South,2076,917,0-3-1-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,2 months ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Well', 'Internet', 'Parking']"
"Plotted Land : Land For Sale In Sirutar, Bhaktapur","Milan Chowk, Sirutar, Bhaktapur",Bhaktapur,2100000,0,0,N/A,0,North East,N/A,3.8K,0-5-2-0 Sq. Feet,20 Feet / Gravelled,20 Feet , Gravelled,N/A Sq. Feet,2 months ago,"['Drainage', 'Water Supply']"
"House For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Kathmandu",Kathmandu,45000000,4,4,3,4,South West,2074,8.2K,11 Aana,22 Feet,22 Feet,NA,N/A Sq. Feet,1 year ago,"['Garage', 'Balcony', 'Garden', 'Water Supply', 'TV Cable', 'Lawn', 'Frontyard', 'Modular Kitchen', 'Backyard', 'Deck', 'Drainage', 'Wifi', 'Fencing']"
"1.5 Storey House : House For Sale In Tikathali, Lalitpur","Nearby Pawan Pakriti School., Tikathali, Lalitpur",Lalitpur,12500000,2,1,1.5,1,South,2076,4.1K,0-3-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,2 months ago,"['Drainage', 'Water Supply', 'Parking']"
"Residential : House For Sale In Imadol, Lalitpur","Ochu Height, Imadol, Lalitpur",Lalitpur,19000000,4,3,2.5,2,North West,2076,1.9K,0-3-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,1195 Sq. Feet,2 months ago,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']"
"House For Sale In Pasikot, Kathmandu","chyasingdol, Pasikot, Kathmandu",Kathmandu,32000000,0,0,N/A,0,South West,N/A,138,0-10-0-0 Aana,20 Feet,20 Feet,NA,N/A Aana,2 months ago,[]
"One And Half Storied : House For Sale In Kadaghari, Kathmandu","Birendrachwok, Planning, Kadaghari, Kathmandu",Kathmandu,15500000,2,1,1.5,2,South West,2076,5.3K,0-4-0-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,2 months ago,[]
"Attractive Residential Land On Sale : Land For Sale In Budhanilkantha, Kathmandu","Bhuddha colony, Budhanilkantha, Kathmandu",Kathmandu,3000000,0,0,N/A,0,West,N/A,48,12 Aana,16 Feet / Paved,16 Feet , Paved,N/A Aana,1 day ago,[]
"18 Aana Land For Sale At Shamkhamul : Land For Sale In Sankhamul, Kathmandu","Sankhamul, Sankhamul, Kathmandu",Kathmandu,6500000,0,0,N/A,0,East,N/A,46,0-18-0-0 Aana,40 Feet / Blacktopped,40 Feet , Blacktopped,N/A Aana,1 day ago,[]
"Land On Sale At Beautiful Location : Land For Sale In Thankot, Kathmandu","High Vision Colony,Thankot,Mahadevsthan, Thankot, Kathmandu",Kathmandu,2350000,0,0,N/A,0,South,N/A,232,5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,4 days ago,[]
"4 Aana Land For Sale At Golfutar : Land For Sale In Golfutar, Kathmandu","Golfutar, Golfutar, Kathmandu",Kathmandu,4100000,0,0,N/A,0,East,N/A,23,0-4-0-0 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Aana,1 day ago,[]
"Commercial Estate Land For Business : Land For Lease In Simara, Bara","Simara Chok, Simara, Bara",Bara,100000,0,0,N/A,0,West,N/A,323,3.95 Kattha,16 Feet,16 Feet,NA,N/A Aana,1 week ago,[]
"Commercial Estate Land For Business : Land For Lease In Dhapasi, Kathmandu","Basundhara, Ring Road, Dhapasi, Kathmandu",Kathmandu,200000,0,0,N/A,0,North West,N/A,203,10 Aana,20 Feet,20 Feet,NA,10 Aana,3 weeks ago,[]
"Land For Sale In Gaurighat, Kathmandu","kumarigal, Gaurighat, Kathmandu",Kathmandu,3500000,0,0,N/A,0,South,N/A,443,6.1 Aana,12 Feet / Paved,12 Feet , Paved,N/A Aana,3 weeks ago,[]
"Flat At Rent : Flat For Rent In Budhanilkantha, Kathmandu","Budhanilkanta, Budhanilkantha, Kathmandu",Kathmandu,30000,2,1,N/A,0,West,N/A,457,4 Aana,11 Feet,11 Feet,NA,4 Aana,3 weeks ago,[]
"18 Ana Budhanilkantha Taulung : Land For Sale In Budhanilkantha, Kathmandu","Man, Budhanilkantha, Kathmandu",Kathmandu,2800000,0,0,N/A,0,West,N/A,599,18 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,1 month ago,[]
"Budhanilkantha 18 Ana Taulung : Land For Sale In Budhanilkantha, Kathmandu","Man, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,N/A,0,East,N/A,195,18 Aana,30 Feet / Blacktopped,30 Feet , Blacktopped,N/A Aana,1 month ago,[]
"Land Sale At Jhor, Tokha : Land For Sale In Tokha, Kathmandu","Nearby Baudheshwor Temple, Jhor, Tokha, Kathmandu",Kathmandu,1500000,0,0,N/A,0,East,N/A,475,0-7-0-0 Aana,58 Feet / Concrete,58 Feet , Concrete,N/A Aana,1 month ago,[]
"Land : Land For Sale In Birtamod, Birtamod","Omchowk, Birtamod, Birtamod",Birtamod,1250000,0,0,N/A,0,East,2003,222,11.5 Kattha,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,N/A Aana,1 month ago,[]
"Land Sale In Phutung : Land For Sale In Kavresthali, Kathmandu","Phutung, Kavresthali, Kathmandu",Kathmandu,1100000,0,0,N/A,0,South,N/A,248,0-4-0-0 Aana,10 Feet,10 Feet,NA,N/A Aana,1 month ago,[]
"Land Sale In Chabahil : Land For Sale In Chabahil, Kathmandu","Chabahil, Chabahil, Kathmandu",Kathmandu,8500000,0,0,N/A,0,South,N/A,126,0-5-2-0 Aana,13 Feet,13 Feet,NA,N/A Aana,1 month ago,[]
"Land Sale In Jarankhu : Land For Sale In Kavresthali, Kathmandu","Jarankhu, Kavresthali, Kathmandu",Kathmandu,2850000,0,0,N/A,0,South,N/A,111,0-4-0-0 Aana,10 Feet,10 Feet,NA,N/A Aana,1 month ago,[]
"Land Sale In Dharmasthali : Land For Sale In Dharmasthali, Kathmandu","Dharmasthali, Dharmasthali, Kathmandu",Kathmandu,1450000,0,0,N/A,0,West,N/A,110,0-5-0-0 Aana,20 Feet,20 Feet,NA,N/A Aana,1 month ago,[]
"Budhanilkantha Land : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,2600000,0,0,N/A,0,East,N/A,211,41 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,1 month ago,[]
"Deuba Chokma 1 Ropani : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,3800000,0,0,N/A,0,East,N/A,142,1 Ropani,30 Feet / Blacktopped,30 Feet , Blacktopped,N/A Aana,1 month ago,[]
"Deuba Biwas 10 Ana : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,N/A,0,South,N/A,103,10 Aana,30 Feet / Blacktopped,30 Feet , Blacktopped,N/A Aana,1 month ago,[]
"Consultancy : Office Space For Sale In Dillibazar, Kathmandu","Dilli bazzar road, Dillibazar, Kathmandu",Kathmandu,1000000,0,0,N/A,0,North,N/A,247,3 Aana,26 Feet,26 Feet,NA,N/A Aana,1 month ago,['Parking']
"Budhanilkanthama 8 Ropani 10 Ana : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,N/A,0,East,N/A,89,8.10.0.0 Aana,32 Feet,32 Feet,NA,N/A Aana,1 month ago,[]
"Bansbarima 8 Ana Jagga : Land For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,4200000,0,0,N/A,0,South,N/A,73,8 Aana,15 Feet,15 Feet,NA,N/A Aana,1 month ago,[]
"Budhanilkanyha 8 Ropani : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,6000000,0,0,N/A,0,East,N/A,72,8 Ropani,35 Feet / Blacktopped,35 Feet , Blacktopped,N/A Aana,1 month ago,[]
"Spacious Flat Bear Grande Hospital : Flat For Rent In Tokha, Kathmandu","Grande Villa height, milantol, tokha, Tokha, Kathmandu",Kathmandu,20000,2,1,N/A,1,West,N/A,498,5.5 Aana,18 Feet,18 Feet,NA,1100 Aana,1 month ago,"['Parking', 'Water Supply', 'Frontyard', 'Fencing']"
"Land Sale : Land For Sale In Bhaktapur, Bhaktapur","duwakot, Bhaktapur, Bhaktapur",Bhaktapur,2100000,0,0,N/A,0,South,N/A,316,0-6-0-0 Aana,0 Feet,0 Feet,NA,N/A Aana,1 month ago,[]
"Flat For RENT : Flat For Rent In Maharajgunj, Kathmandu","Chakrapath,Near Bhat Bhateni, Maharajgunj, Kathmandu",Kathmandu,32000,2,2,5,0,West,N/A,615,1000 Sq. Feet,10 Feet,10 Feet,NA,N/A Aana,1 month ago,[]
"Commercial / Residential Land : Land For Sale In Imadol, Lalitpur","Kist hospital to hatiban road, Imadol, Lalitpur",Lalitpur,3500000,0,0,N/A,0,South West,N/A,90,4.5 Aana,7 Meter / Gravelled,7 Meter , Gravelled,N/A Aana,1 month ago,[]
"Hattigauda 9 Ana Home On Rent : House For Rent In Hattigauda, Kathmandu","Man, Hattigauda, Kathmandu",Kathmandu,75000,7,7,3,3,South,2070,252,9 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,1 month ago,['Parking']
"Flat On Rent At Lazimpat : Flat For Rent In Lazimpat, Kathmandu","ranibari, Lazimpat, Kathmandu",Kathmandu,30000,1,1,N/A,1,East,N/A,567,10 Aana,0 Feet,0 Feet,NA,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Modular Kitchen', 'Water Supply']"
"Bishalnagar 29 Ana For Sale : Land For Sale In Bishal Nagar, Kathmandu","Na, Bishal Nagar, Kathmandu",Kathmandu,8500000,0,0,N/A,0,East,N/A,141,29 ana Aana,16 Feet,16 Feet,NA,N/A Aana,1 month ago,[]
"Land For Sale In Bhangal, Kathmandu","jyoti nagar,kathmandu, Bhangal, Kathmandu",Kathmandu,2450000,0,0,N/A,0,North East,N/A,397,0-5-0-0 Aana,16 Feet,16 Feet,NA,N/A Aana,1 month ago,[]
"Tallo Baluwatar 1 Ropani : Land For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,5700000,0,0,N/A,0,East,N/A,344,16 Aana,14 Feet,14 Feet,NA,N/A Aana,1 month ago,[]
"Flat/Godown Space Available For Rent : Flat For Rent In Newroad, Kathmandu","Pyukha new road, Newroad, Kathmandu",Kathmandu,20000,0,1,N/A,0,South,N/A,158,310 Sq. Feet,0 Feet,0 Feet,NA,N/A Aana,1 month ago,[]
"Maligaon Commercial 12 Ana : Land For Sale In Maligaon, Kathmandu","Man, Maligaon, Kathmandu",Kathmandu,7000000,0,0,N/A,0,East,N/A,58,12 Aman Aana,25 Feet,25 Feet,NA,N/A Aana,1 month ago,[]
"Office Space Available For Rent : Office Space For Rent In Newroad, Kathmandu","Pyukha marg near bira complex, Newroad, Kathmandu",Kathmandu,65000,0,1,N/A,0,South,N/A,92,320 Sq. Feet,0 Feet,0 Feet,NA,N/A Aana,1 month ago,[]
"Hattigauda Height 9 Ana Land : Land For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,2500000,0,0,N/A,0,South,N/A,151,9 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,1 month ago,[]
"Office Space For Rent At Imadol Prime Area : Flat For Rent In Mahalaxmi Nagarpalika, Lalitpur","Imadol Mahalaxmi 1, Mahalaxmi Nagarpalika, Lalitpur",Lalitpur,35000,0,0,5,2,East,2013,106,9 Aana,72 Feet / Blacktopped,72 Feet , Blacktopped,5 Aana,1 month ago,"['Parking', 'Balcony', 'Garage', 'Fencing', 'Drainage', 'Water Supply', 'Water Well', 'Water Tank', 'CCTV', 'Electricity Backup']"
"Rudreswor 4 Ropani , Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,4000000,0,0,N/A,0,North East,N/A,134,4 Ropani,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,N/A Aana,1 month ago,[]
"Budhanilkantha 21 Ana Bungalow On Rent : House For Rent In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,250000,6,7,3,6,South East,2070,354,21 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,1 month ago,"['Parking', 'Garage', 'Air Condition', 'Backyard', 'Deck', 'Balcony', 'Frontyard', 'Fencing', 'Garden', 'Modular Kitchen', 'Microwave', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank']"
"Ranibari 4 Land : Land For Sale In Ranibari, Kathmandu","Na, Ranibari, Kathmandu",Kathmandu,5700000,0,0,N/A,0,East,N/A,105,4 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,1 month ago,[]
"Golfutar Hepali Pipalbot : Land For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,3000000,0,0,N/A,0,South West,N/A,117,5 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Aana,1 month ago,[]
"Commercial Space For Rent : Office Space For Rent In Sorakhutte, Kathmandu","Nearby NCC Bank , Link Road, Sorakhutte, Kathmandu",Kathmandu,60000,0,2,4.5,5,North,2076,655,850 Sq. Feet,20 Meter / Blacktopped,20 Meter , Blacktopped,850 Sq. Feet,1 month ago,"['Lawn', 'Drainage', 'Parking']"
"12 Aana Land For Sale At Lazimpat : Land For Sale In Lazimpat, Kathmandu","Lazimpat Kathmandu, Lazimpat, Kathmandu",Kathmandu,5500000,0,0,N/A,0,South,N/A,101,0-12-0-0 Aana,0 Feet,0 Feet,NA,N/A Aana,1 month ago,[]
"7 Aana Commercial Land For Sale At Anamnagar : Land For Sale In Anamnagar, Kathmandu","Dhobikhola Corridor, Anamnagar, Kathmandu",Kathmandu,7000000,0,0,N/A,0,East,N/A,50,0-7-0-0 Aana,9 Meter / Blacktopped,9 Meter , Blacktopped,N/A Aana,1 month ago,[]
"Flat For Rent In Imadol, Lalitpur","Sitapakha, Imadol, Lalitpur",Lalitpur,25000,2,2,3,1,West,2076,666,1085 Sq. Feet,13 Feet / Concrete,13 Feet , Concrete,N/A Sq. Feet,1 month ago,"['Lawn', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']"
"Office For Rent At New Baneshwor : Flat For Rent In Baneshwor, Kathmandu","New Baneshwor, Baneshwor, Kathmandu",Kathmandu,30000,0,0,2,4,East,N/A,78,500 Sq. Feet,26 Feet / Blacktopped,26 Feet , Blacktopped,N/A Aana,1 month ago,['Parking']
"Flat For Rent In Zero Km, Pokhara","Zero km pokhara, Zero Km, Pokhara",Pokhara,18000,1,1,N/A,1,North East,N/A,480,0.5.3.0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,0.5.3.0 Aana,1 month ago,"['Water Well', 'Internet']"
"Urgent Land Sale : Land For Sale In Chitapol, Bhaktapur","Nearby Kathmandu Fun Valley, Chitapol, Bhaktapur",Bhaktapur,550000,0,0,N/A,0,South,N/A,1.4K,0-10-3-0 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Aana,1 month ago,[]
"Apartment Rent In Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,115000,0,0,N/A,0,North East,N/A,259,1400 Sq. Feet,0 Feet,0 Feet,NA,N/A Aana,1 month ago,[]
"Apartment Sale In Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,35000000,0,0,N/A,0,North East,N/A,196,1400 Sq. Feet,20 Feet,20 Feet,NA,N/A Aana,1 month ago,[]
"Land Sale In Kirtipur : Land For Sale In Kirtipur, Kathmandu","kirtipur, Kirtipur, Kathmandu",Kathmandu,1900000,0,0,N/A,0,South East,N/A,161,1-9-0-0 Aana,22 Feet,22 Feet,NA,N/A Aana,1 month ago,[]
"Villa On Rent At Maharajgunj : House For Rent In Maharajgunj, Kathmandu","maharajgunj, Maharajgunj, Kathmandu",Kathmandu,600000,5,4,N/A,11,East,N/A,226,5 Ropani,0 Feet,0 Feet,NA,N/A Aana,1 month ago,"['Parking', 'Balcony', 'Modular Kitchen', 'Solar Water', 'Garage', 'Garden']"
"Sasto Jaggha : Land For Sale In Bhangal, Kathmandu","Santinagar, Bhangal, Kathmandu",Kathmandu,3000000,0,0,N/A,0,North,N/A,158,5 Aana,0 Feet,0 Feet,NA,5 Aana,1 month ago,[]
"3 Biga 5 Khatra 12 Dur : Land For Sale In Birendranagar, Chitwan","Birendranagar, Birendranagar, Chitwan",Chitwan,180000000,0,0,N/A,0,East,N/A,109,3 .5 Bigha,30 Feet / Soil Stabilized,30 Feet , Soil Stabilized,N/A Aana,1 month ago,[]
"Furnished Apartment Flat Near Japanese Embassy : Apartment For Sale In Panipokhari, Kathmandu","panipokhari, Panipokhari, Kathmandu",Kathmandu,23000000,3,3,N/A,1,South,N/A,395,1583 Sq. Feet,20 Feet,20 Feet,NA,1583 Sq. Feet,1 month ago,"['Parking', 'Air Condition', 'Balcony', 'Fencing', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'Wifi', 'Drainage', 'Water Supply', 'Electricity Backup', 'Internet', 'Lift']"
"Fully-Furnished 3BHK At Grande Tower : Apartment For Rent In Tokha, Kathmandu","Grande Tower, Tokha, Kathmandu",Kathmandu,80000,3,2,4,1,North,N/A,1.1K,1514 Sq. Feet,0 Feet / Blacktopped,0 Feet , Blacktopped,1280 Sq. Feet,1 month ago,"['Lawn', 'Balcony', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Lift', 'Parking', 'Security Staff', 'Store Room']"
"Beautiful Land Is In Sale 13 Dhur Dhur : Land For Sale In Dharan, Dharan","dharan-8, Dharan, Dharan",Dharan,700000,0,0,N/A,0,East,N/A,142,13 Dhur,25 Feet / Blacktopped,25 Feet , Blacktopped,N/A Aana,1 month ago,[]
"Flat For Rent In Jhamsikhel, Lalitpur","jhamsihel (near British school), Jhamsikhel, Lalitpur",Lalitpur,35000,2,2,3,2,East,2074,301,6 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,4 Sq. Feet,1 month ago,"['Parking', 'Water Supply', 'Garden', 'Solar Water', 'Balcony']"
"Full Furnished Office On Sale : Office Space For Sale In Thapathali, Kathmandu","Patangri marg, height, Thapathali, Kathmandu",Kathmandu,290000,0,1,1,1,East,N/A,127,900 Sq. Feet,12 Feet / Paved,12 Feet , Paved,N/A Aana,1 month ago,"['Parking', 'TV Cable', 'Wifi', 'Internet', 'Security Staff']"
"Bansbari - House For Rent : House For Rent In Basbari, Kathmandu","Bansbari, Basbari, Kathmandu",Kathmandu,150000,3,4,3,2,South,N/A,173,0-5-0-0 Aana,0 Feet,0 Feet,NA,N/A Aana,1 month ago,"['Parking', 'Garage', 'Balcony', 'Frontyard', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank']"
